"","verbatimLongitude","verbatimLatitude","url","key","observation_type","name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified","prov"
"71",-118.7618,36.3506,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34224/","MVZ:Mamm:34224","specimen","Puma concolor californica","United States","California",1924-02-16,"1924-02-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34224","Clough Cave, S Fork Kaweah River",30,"Collector(s): Jay C. Bruce","2015-02-05T01:18:05.193305","ecoengine"
"72",-109.9035,32.622,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:50274/","MVZ:Mamm:50274","specimen","Puma concolor azteca","United States","Arizona",1931-04-20,"1931-04-20T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:50274","Big Creek, Graham Mts.",7417,"Collector(s): W. Shirley","2015-02-05T01:20:06.976716","ecoengine"
"73",-119.6863,37.5567,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:40148/","MVZ:Mamm:40148","specimen","Puma concolor californica","United States","California",1927-11-29,"1927-11-29T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:40148","3 mi NE Wawona, Yosemite National Park",1584,"Collector(s): Jay C. Bruce","2015-02-05T01:23:03.615735","ecoengine"
"74",-119.9596,37.7574,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33471/","MVZ:Mamm:33471","specimen","Puma concolor californica","United States","California",1923-01-26,"1923-01-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33471","3 mi N Stage Station",4667,"Collector(s): J. J. McCauley","2015-02-05T01:23:28.348197","ecoengine"
"75",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33554/","MVZ:Mamm:33554","specimen","Puma concolor californica","United States","California",1923-10-23,"1923-10-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33554","2 mi S of W end Long Valley",NA,"Collector(s): Jay C. Bruce","2015-02-05T01:28:10.758375","ecoengine"
"76",-114.4731,39.2333,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154384/","MVZ:Mamm:154384","specimen","Puma concolor kaibabensis","United States","Nevada",1968-12-03,"1968-12-03T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154384","Cleve Creek, Schell Creek Range",22556,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T01:28:24.605696","ecoengine"
"77",-121.8162,37.0532,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33451/","MVZ:Mamm:33451","specimen","Puma concolor californica","United States","California",1923-06-08,"1923-06-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33451","1 mi S of head of Soquel Creek",1609,"Collector(s): Jay C. Bruce","2018-05-23T10:58:42.480084","ecoengine"
"78",-119.0312,36.7946,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33557/","MVZ:Mamm:33557","specimen","Puma concolor californica","United States","California",1924-01-14,"1924-01-14T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33557","7 mi NE Dunlap",2816,"Collector(s): Joseph S. Dixon","2015-02-05T07:05:18.397878","ecoengine"
"79",-120.3812,37.5189,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:31896/","MVZ:Mamm:31896","specimen","Puma concolor californica","United States","California",1920-06-23,"1920-06-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:31896","8 mi NE Merced on road between Merced and Snelling",4828,"Collector(s): Joseph Grinnell, E. Standiford","2015-02-05T01:39:03.649328","ecoengine"
"80",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154394/","MVZ:Mamm:154394","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154394","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T01:39:25.574386","ecoengine"
"81",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:218728/","MVZ:Mamm:218728","specimen","Puma concolor californica","United States","California",1980-01-01,"2006-06-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:218728","no specific locality recorded",NA,"Collector(s): Alan B. Shabel","2015-02-05T01:48:21.537190","ecoengine"
"82",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:228438/","MVZ:Mamm:228438","specimen","Puma concolor californica","United States","California",2006-09-22,"2006-09-22T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:228438","9524 Lilla Lane, Palo Cedro",NA,"Collector(s): John D. Perrine; Preparator(s): Jeff T. Wilcox","2015-02-05T07:07:49.040983","ecoengine"
"83",-115.3777,48.4818,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:78222/","MVZ:Mamm:78222","specimen","Puma concolor missoulensis","United States","Montana",1937-09-01,"1937-09-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:78222","9-12 mi NE Libby, near top of ridge of Cabinet Range",7277,"Collector(s): David H. Johnson, B. Dorrington","2015-02-05T01:52:27.934167","ecoengine"
"84",-118.7864,36.5758,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33559/","MVZ:Mamm:33559","specimen","Puma concolor californica","United States","California",1924-01-26,"1924-01-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33559","Marble Fork Bridge, Sequoia National Park",30,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T01:56:19.239863","ecoengine"
"85",-114.7008,33.18,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:10586/","MVZ:Mamm:10586","specimen","Puma concolor browni","United States","California",1909-11-15,"1909-11-15T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:10586","20 mi N Picacho, Colorado River",30,"Collector(s): Joseph Grinnell, J. C. Draper","2015-02-05T01:59:06.750829","ecoengine"
"86",-124.103,41.1239,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:58874/","MVZ:Mamm:58874","specimen","Puma concolor californica","United States","California",1933-05-01,"1933-05-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:58874","Maple Creek, 3 mi S Big Lagoon",1261,"Collector(s): Joseph Grinnell, C. W. Burr","2015-02-05T01:59:06.918117","ecoengine"
"87",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154380/","MVZ:Mamm:154380","specimen","Puma concolor kaibabensis","United States","Nevada",1968-01-26,"1968-01-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154380","Cottonwood, Ward Mts.",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T01:59:16.935972","ecoengine"
"88",-116.4438,32.9127,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:37426/","MVZ:Mamm:37426","specimen","Puma concolor californica","United States","California",1927-01-17,"1927-01-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:37426","2 mi W Laguna Indian Reservation",1609,"Collector(s): Jay C. Bruce","2015-02-05T02:00:47.144911","ecoengine"
"89",-119.123,36.8204,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33556/","MVZ:Mamm:33556","specimen","Puma concolor californica","United States","California",1924-01-13,"1924-01-13T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33556","Dark Canyon, 5 mi N Dunlap",2011,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T02:04:02.172688","ecoengine"
"90",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:216773/","MVZ:Mamm:216773","specimen","Puma concolor californica","United States","California",2003-01-01,"2004-05-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:216773","no specific locality recorded",NA,"Collector(s): Monica J. Albe, Robert E. Jones","2015-02-05T02:05:09.180125","ecoengine"
"91",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38891/","MVZ:Mamm:38891","specimen","Puma concolor californica","United States","California",1928-01-06,"1928-01-06T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38891","Rice and Connor's Creek, head of Big River",NA,"Collector(s): Jay C. Bruce","2015-02-05T02:11:51.300883","ecoengine"
"92",-121.3512,37.3511,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34302/","MVZ:Mamm:34302","specimen","Puma concolor californica","United States","California",1925-01-08,"1925-01-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34302","N Fork Orestimba Creek",8046,"Collector(s): Jay C. Bruce","2015-02-05T02:21:00.217640","ecoengine"
"93",-118.7618,36.3506,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34225/","MVZ:Mamm:34225","specimen","Puma concolor californica","United States","California",1924-02-16,"1924-02-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34225","Clough Cave, S Fork Kaweah River",30,"Collector(s): Jay C. Bruce","2015-02-05T02:22:05.448694","ecoengine"
"94",-123.1208,40.7525,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:12871/","MVZ:Mamm:12871","specimen","Puma concolor californica","United States","California",1911-02-27,"1911-02-27T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:12871","Helena",477,"Collector(s): G. Knowles","2015-02-05T02:23:42.909201","ecoengine"
"95",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33428/","MVZ:Mamm:33428","specimen","Puma concolor californica","United States","California",1923-03-12,"1923-03-12T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33428","2 mi E Colt Flat, Coyote Creek",NA,"Collector(s): Jay C. Bruce, Joseph S. Dixon","2015-02-05T02:25:42.687798","ecoengine"
"96",-121.87,40.4353,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175985/","MVZ:Mamm:175985","specimen","Puma concolor californica","United States","California",1983-06-01,"1983-06-30T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175985","Manton",4845,"Collector(s): Robert E. Jones","2015-02-05T02:26:06.979607","ecoengine"
"97",-121.5257,37.2905,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:59677/","MVZ:Mamm:59677","specimen","Puma concolor californica","United States","California",1933-05-03,"1933-05-03T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:59677","8.5 mi SE Mt. Hamilton, 2.25 mi S, 1 mi E Round Mt., Mt. Hamilton Range",1609,"Collector(s): E. Raymond Hall, Jay C. Bruce, Donald D. McLean","2015-02-05T02:37:03.797505","ecoengine"
"98",-119.6433,37.549,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:23653/","MVZ:Mamm:23653","specimen","Puma concolor californica","United States","California",1915-12-03,"1915-12-03T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:23653","Wawona, Yosemite National Park",1609,"Collector(s): Jay C. Bruce","2015-02-05T02:40:54.709927","ecoengine"
"99",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:10587/","MVZ:Mamm:10587","specimen","Puma concolor browni","United States","Arizona",1909-12-26,"1909-12-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:10587","20 mi N Picacho, Colorado River",NA,"Collector(s): Joseph Grinnell, J. C. Draper","2015-02-05T02:57:02.955353","ecoengine"
"100",-115.1603,38.6999,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154378/","MVZ:Mamm:154378","specimen","Puma concolor kaibabensis","United States","Nevada",1969-04-24,"1969-04-24T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154378","Douglas Point",428,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T02:59:04.370428","ecoengine"
"101",-120.2165,38.3398,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:40143/","MVZ:Mamm:40143","specimen","Puma concolor californica","United States","California",1928-10-27,"1928-10-27T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:40143","ca. 5 mi E Dorrington",3497,"Collector(s): Jay C. Bruce","2015-02-05T02:59:18.495508","ecoengine"
"102",-118.2455,34.0536,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:5875/","MVZ:Mamm:5875","specimen","Puma concolor californica","United States","California",1907-04-08,"1907-04-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:5875","Los Angeles ?",32186,"Collector(s): E. A. Colburn","2015-02-05T02:59:46.712630","ecoengine"
"103",-123.6501,45.2323,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:86927/","MVZ:Mamm:86927","specimen","Puma concolor oregonensis","United States","Oregon",1938-08-02,"1938-08-02T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:86927","Niagara Creek",2024,"Collector(s): L. D. Rush","2015-02-05T03:09:33.370272","ecoengine"
"104",-112.6388,37.276,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154376/","MVZ:Mamm:154376","specimen","Puma concolor kaibabensis","United States","Utah",1972-01-01,"1972-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154376","near Orderville",16106,"Collector(s): Carl B. Koford, J. Brent","2015-02-05T03:11:55.755397","ecoengine"
"105",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154390/","MVZ:Mamm:154390","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154390","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T03:13:54.358890","ecoengine"
"106",-116.5022,32.8931,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:37424/","MVZ:Mamm:37424","specimen","Puma concolor californica","United States","California",1927-01-16,"1927-01-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:37424","2 mi SW Laguna Indian Resevation",3020,"Collector(s): Jay C. Bruce","2015-02-05T03:15:40.139337","ecoengine"
"107",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:186056/","MVZ:Mamm:186056","specimen","Puma concolor californica","United States","California",1985-09-24,"1985-09-24T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:186056","no specific locality recorded",NA,"Collector(s): Robert E. Jones","2015-02-05T03:17:08.363693","ecoengine"
"108",-119.4093,37.8761,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:29797/","MVZ:Mamm:29797","specimen","Puma concolor californica","United States","California",1918-01-01,"1918-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:29797","Yosemite National Park",40233,"Collector(s): Forest S. Townsley","2015-02-05T03:31:52.956431","ecoengine"
"109",-110.8505,31.4122,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:93784/","MVZ:Mamm:93784","specimen","Puma concolor azteca","United States","Arizona",1940-03-10,"1940-03-10T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:93784","Hathaway Ranch, 7 mi NE Nogales",10491,"Collector(s): E. V. Miller, W. Hathaway","2015-02-05T03:35:16.174424","ecoengine"
"110",-120.2165,38.3398,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:40142/","MVZ:Mamm:40142","specimen","Puma concolor californica","United States","California",1928-10-26,"1928-10-26T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:40142","ca. 5 mi E Dorrington",3497,"Collector(s): Jay C. Bruce","2015-02-05T03:35:59.961145","ecoengine"
"111",-116.5769,32.7331,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:37423/","MVZ:Mamm:37423","specimen","Puma concolor californica","United States","California",1927-01-05,"1927-01-05T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:37423","S base of Los Pinos Mts.",804,"Collector(s): Jay C. Bruce","2015-02-05T03:37:54.816040","ecoengine"
"112",-120.6221,38.9953,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:31251/","MVZ:Mamm:31251","specimen","Puma concolor californica","United States","California",1920-07-16,"1920-07-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:31251","Lynchburg",453,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T03:46:51.627492","ecoengine"
"113",-116.9108,39.3703,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:40649/","MVZ:Mamm:40649","specimen","Puma concolor kaibabensis","United States","Nevada",1928-04-15,"1928-04-15T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:40649","12 mi SE Austin",8772,"Collector(s): A. Stuchley","2015-02-05T03:47:38.719403","ecoengine"
"114",-114.5022,39.4591,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154379/","MVZ:Mamm:154379","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-28,"1969-01-28T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154379","Bassett Creek, Schell Creek Range",11291,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T03:47:43.354784","ecoengine"
"115",-103.301,29.266,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:80339/","MVZ:Mamm:80339","specimen","Puma concolor stanleyana","United States","Texas",1936-01-01,"1936-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:80339","Chisos Mts.",6635,"Collector(s): Adrey E. Borell, E. Davenport","2015-02-05T03:48:11.463006","ecoengine"
"116",-115.3773,40.8083,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:97013/","MVZ:Mamm:97013","specimen","Puma concolor kaibabensis","United States","Nevada",1939-01-01,"1939-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:97013","Cold Creek, Ruby Mts.",8072,"Collector(s): J. R. Alcorn","2015-02-05T03:50:14.890086","ecoengine"
"117",-118.4192,35.7565,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175989/","MVZ:Mamm:175989","specimen","Puma concolor californica","United States","California",1818-06-20,"1999-02-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175989","Kernville",402,"Collector(s): Robert E. Jones","2015-02-05T03:52:33.685320","ecoengine"
"118",-120.4879,38.9294,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38339/","MVZ:Mamm:38339","specimen","Puma concolor californica","United States","California",1927-09-08,"1927-09-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38339","ca. 5 mi W Uncle Tom's Cabin",6963,"Collector(s): Jay C. Bruce","2015-02-05T03:52:46.990522","ecoengine"
"119",-117.0395,34.0883,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:24534/","MVZ:Mamm:24534","specimen","Puma concolor californica","United States","California",1913-01-01,"1913-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:24534","Mill Creek Canyon, San Bernardino Mts.",2415,"Collector(s): Joseph Grinnell","2015-02-05T03:58:51.244956","ecoengine"
"120",-122.201,41.05,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:14711/","MVZ:Mamm:14711","specimen","Puma concolor californica","United States","California",1911-06-24,"1911-06-24T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:14711","Squaw Valley Creek, 4 mi W McCloud Clubhousse",2819,"Collector(s): L. P. Boyes","2015-02-05T04:05:17.404344","ecoengine"
"121",-122.1167,40.888,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:35375/","MVZ:Mamm:35375","specimen","Puma concolor californica","United States","California",1925-11-17,"1925-11-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:35375","1 mi N Squaw Creek Ranger Station",80,"Collector(s): Jay C. Bruce","2015-02-05T04:07:18.559870","ecoengine"
"122",-120.474,38.7217,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38311/","MVZ:Mamm:38311","specimen","Puma concolor californica","United States","California",1926-07-23,"1926-07-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38311","6 mi E Sly Park",8215,"Collector(s): Jay C. Bruce","2015-02-05T04:08:13.461031","ecoengine"
"123",-119.8901,37.8093,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:29800/","MVZ:Mamm:29800","specimen","Puma concolor californica","United States","California",1918-01-01,"1918-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:29800","Crockers",30,"Collector(s): Forest S. Townsley","2015-02-05T04:08:32.074370","ecoengine"
"124",-122.7916,38.0359,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:47199/","MVZ:Mamm:47199","specimen","Puma concolor californica","United States","California",1931-03-21,"1931-03-21T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:47199","Marin Country Club, Bear Valley near Olema",642,"Collector(s): Gus Nordquist, Mr. Pipirero","2015-02-05T04:11:11.858049","ecoengine"
"125",-120.3087,38.5192,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38341/","MVZ:Mamm:38341","specimen","Puma concolor californica","United States","California",1927-09-13,"1927-09-13T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38341","ca. 2 mi S Lumberyard Ranger Station",804,"Collector(s): Jay C. Bruce","2015-02-05T04:14:54.592551","ecoengine"
"126",-120.2765,41.88,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:129729/","MVZ:Mamm:129729","specimen","Puma concolor kaibabensis","United States","California",1957-02-01,"1957-02-28T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:129729","Buck Creek, [8 mi SE New Pine Creek, Lake County Oregon]",2842,"Collector(s): R. Steward","2015-02-05T04:27:47.222514","ecoengine"
"127",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154386/","MVZ:Mamm:154386","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154386","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T04:29:52.717042","ecoengine"
"128",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33553/","MVZ:Mamm:33553","specimen","Puma concolor californica","United States","California",1923-10-23,"1923-10-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33553","2 mi S of W end Long Valley",NA,"Collector(s): Jay C. Bruce","2015-02-05T04:39:39.075932","ecoengine"
"129",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33427/","MVZ:Mamm:33427","specimen","Puma concolor californica","United States","California",1923-03-11,"1923-03-11T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33427","2 mi E Colt Flat, Coyote Creek",NA,"Collector(s): Jay C. Bruce, Joseph S. Dixon","2015-02-05T04:43:03.613672","ecoengine"
"130",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:4921/","MVZ:Mamm:4921","specimen","Puma concolor californica","United States","California",1818-06-20,"1999-02-04T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4921","no specific locality recorded",NA,"Collector(s): Annie M. Alexander","2015-02-05T04:47:55.483318","ecoengine"
"131",-120.7591,39.0941,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:38309/","MVZ:Mamm:38309","specimen","Puma concolor californica","United States","California",1927-08-14,"1927-08-14T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38309","2 mi S Sugar Pine Ranger Station",3770,"Collector(s): Jay C. Bruce","2015-02-05T04:48:54.879480","ecoengine"
"132",-116.6409,39.086,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:37295/","MVZ:Mamm:37295","specimen","Puma concolor kaibabensis","United States","Nevada",1926-12-23,"1926-12-23T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:37295","Potts",428,"Collector(s): E. Raymond Hall, R. Griffith, L. Brotherton","2015-02-05T04:54:20.073571","ecoengine"
"133",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34283/","MVZ:Mamm:34283","specimen","Puma concolor californica","United States","California",1924-06-19,"1924-06-19T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34283","no specific locality recorded",NA,"Collector(s): Jay C. Bruce","2015-02-05T04:54:36.313946","ecoengine"
"134",-105.086,30.929,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:81562/","MVZ:Mamm:81562","specimen","Puma concolor stanleyana","United States","Texas",1937-05-31,"1937-05-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:81562","Eagle Mts., 35 mi W Van Horn",13071,"Collector(s): F. Moore","2015-02-05T04:56:39.950154","ecoengine"
